id	sec	std	jn	jb
L2U-0271	시장	이거 상한 거 아니에요?	요거 상한 거 아니당가?	요거 상한 거 아니당가?
L2U-0272	시장	깎아 주면 살게요	깎아 주믄 살라요	깎아 주믄 살라요
L2U-0273	시장	이거 얼마치예요?	요거 을매치당가요?	요거 을매치당가요?
L2U-0274	시장	더 싱싱한 거 없어요?	더 싱싱한 거 읎소?	더 싱싱한 거 읎소?
L2U-0275	시장	이거 한 마리에 얼마예요?	요거 한 마리에 을매요?	요거 한 마리에 을매요?
L2U-0276	시장	손질해 주세요	손질해 주쇼잉	손질해 주쇼잉
L2U-0277	시장	다듬어 주세요	다듬어 주쇼	다듬어 주쇼
L2U-0278	시장	이거 좀 깎아 주면 안 돼요?	요거 좀 깎아 주믄 안 되까요?	요거 좀 깎아 주믄 안 되까요?
L2U-0279	시장	그냥 다 주세요	기냥 다 주쇼	기냥 다 주쇼
L2U-0280	시장	두 개 사면 얼마예요?	두 개 사믄 을매당가요?	두 개 사믄 을매당가요?
L2U-0281	시장	이거 너무 작아요	요거 허벌나게 짝소	요거 허벌나게 짝소
L2U-0282	시장	더 큰 거 주세요	더 큰 놈으로 주쇼잉	더 큰 놈으로 주쇼잉
L2U-0283	시장	이거 단 거예요?	요거 단 거당가요?	요거 단 거당가요?
L2U-0284	시장	신 거 말고 단 거요	신 거 말고 단 거라	신 거 말고 단 거라
L2U-0285	시장	이거 얼마나 줘요?	요거 을매나 주는 거요?	요거 을매나 주는 거요?
L2U-0286	시장	한 소쿠리에 얼마예요?	한 소쿠리에 을매요?	한 소쿠리에 을매요?
L2U-0287	시장	무게 좀 달아 주세요	무게 좀 달아 주쇼	무게 좀 달아 주쇼
L2U-0288	시장	이거 다 얼마예요?	요거 다 을매당가요?	요거 다 을매당가요?
L2U-0289	시장	좀 깎아 주면 안 될까요?	좀 깎아 주믄 안 되까라?	좀 깎아 주믄 안 되까라?
L2U-0290	시장	봉지 하나 더 주세요	봉다리 하나 더 주쇼잉	봉다리 하나 더 주쇼잉
L2U-0291	시장	이거 어디서 왔어요?	요거 어디서 온 거요?	요거 어디서 온 거요?
L2U-0292	시장	다음에 또 살게요	댐에 또 살라요	댐에 또 살라요
L2U-0293	시장	이거 신선해요?	요거 신선항가요?	요거 신선항가요?
L2U-0294	시장	좀 싸게 해 주세요	좀 싸게 해 주쇼	좀 싸게 해 주쇼
L2U-0295	시장	이거 몇 개예요?	요거 멫 개당가요?	요거 멫 개당가요?
L2U-0296	시장	그것도 같이 주세요	그것도 같이 주쇼잉	그것도 같이 주쇼잉
L2U-0297	시장	이거 한 묶음에 얼마예요?	요거 한 묶음에 을매요?	요거 한 묶음에 을매요?
L2U-0298	시장	좀 깎아 줘요	좀 깎아 주랑께	좀 깎아 주랑게
L2U-0299	시장	비싸서 안 사요	비싸서 안 살라요	비싸서 안 살라요
L2U-0300	시장	그럼 이걸로 주세요	그라믄 요놈으로 주쇼	그라믄 요놈으로 주쇼
L2U-0301	시장	좀 덜어 주세요	좀 덜어 주쇼잉	좀 덜어 주쇼잉
L2U-0302	시장	너무 많아요	허벌나게 많소	허벌나게 많소
L2U-0303	시장	조금만 더 넣어 주세요	쪼깐만 더 옇어 주쇼	쪼깐만 더 옇어 주쇼
L2U-0304	시장	이거 어떻게 보관해요?	요거 으짜게 둬야 한당가요?	요거 으짜게 둬야 한당가요?
L2U-0305	시장	좀 깎아 주셨으면 좋겠어요	좀 깎아 주믄 좋겄소	좀 깎아 주믄 좋겄소
L2U-0306	시장	이거 익은 거예요?	요거 익은 거당가요?	요거 익은 거당가요?
L2U-0307	시장	안 익은 거로 주세요	안 익은 놈으로 주쇼	안 익은 놈으로 주쇼
L2U-0308	시장	이거 무게 잘못 단 거 같아요	요거 무게 잘못 단 거 같소	요거 무게 잘못 단 거 같소
L2U-0309	시장	깨끗한 걸로 주세요	깨깟한 놈으로 주쇼잉	깨깟한 놈으로 주쇼잉
L2U-0310	시장	이거 며칠 가요?	요거 멫 날 가는 거요?	요거 멫 날 가는 거요?
L2U-0311	시장	다 팔리기 전에 와야겠네요	다 폴리기 전에 와야 쓰겄소	다 팔리기 전에 와야 쓰겄소
L2U-0312	시장	이거 좀 깎아 주면 다 살게요	요거 좀 깎아 주믄 다 살라요	요거 좀 깎아 주믄 다 살라요
L2U-0313	시장	봉지가 터졌어요	봉다리가 터져브렀소	봉다리가 터져버렸어라우
L2U-0314	시장	새 봉지에 담아 주세요	새 봉다리에 담아 주쇼	새 봉다리에 담아 주쇼
L2U-0315	시장	이거 무르지 않았어요?	요거 무르지 않았당가요?	요거 무르지 않았당가요?
L2U-0316	시장	단단한 거로 골라 주세요	야문 놈으로 골라 주쇼	야문 놈으로 골라 주쇼
L2U-0317	시장	좀 더 얹어 주세요	좀 더 얹어 주쇼잉	좀 더 얹어 주쇼잉
L2U-0318	시장	이거 두 근만 주세요	요거 두 근만 주쇼	요거 두 근만 주쇼
L2U-0319	시장	잘 익은 거로 주세요	잘 익은 놈으로 주쇼잉	잘 익은 놈으로 주쇼잉
L2U-0320	시장	이거 맛없어 보여요	요거 맛읎어 비요	요거 맛읎어 비요
L2U-0321	시장	다른 거 보여 주세요	딴 거 보여 주쇼	딴 거 보여 주쇼
L2U-0322	시장	이거 좀 비싸지 않아요?	요거 좀 비싸지 않소?	요거 좀 비싸지 않소?
L2U-0323	시장	그냥 가져갈게요	기냥 갖고 갈라요	기냥 갖고 갈라요
L2U-0324	시장	한 번 더 깎아 주세요	한 번 더 깎아 주쇼잉	한 번 더 깎아 주쇼잉
L2U-0325	시장	이거 좀 큰 거로 바꿔 주세요	요거 좀 큰 놈으로 바까 주쇼	요거 좀 큰 놈으로 바까 주쇼
L2U-0326	시장	너무 적게 주는 거 아니에요?	너무 쪼깐 주는 거 아니당가?	너무 쪼깐 주는 거 아니당가?
L2U-0327	시장	이거 한 팩 얼마예요?	요거 한 팩 을매요?	요거 한 팩 을매요?
L2U-0328	시장	좀 싱싱한 거 없어요?	좀 싱싱한 거 읎소?	좀 싱싱한 거 읎소?
L2U-0329	시장	그거 빼고 주세요	그거 빼고 주쇼	그거 빼고 주쇼
L2U-0330	시장	이만큼만 주세요	요만치만 주쇼잉	요만치만 주쇼잉
L2U-0331	가게편의점	이거 어디 있어요?	요거 어디 있당가요?	요거 어디 있당가요?
L2U-0332	가게편의점	다 팔렸어요?	다 폴려브렀소?	다 팔려버렸어라우?
L2U-0333	가게편의점	봉투 하나 주세요	봉다리 하나 주쇼	봉다리 하나 주쇼
L2U-0334	가게편의점	봉투는 됐어요	봉다리는 안 줘도 되야	봉다리는 안 줘도 되야
L2U-0335	가게편의점	이거 유통기한 언제까지예요?	요거 언제까지 묵는 거요?	요거 언제까지 먹는 거요?
L2U-0336	가게편의점	새 걸로 주세요	새 놈으로 주씨요	새 놈으로 주씨요
L2U-0337	가게편의점	이거 안에 뭐 들었어요?	요 안에 뭐시 들었당가요?	요 안에 뭐시 들었당가요?
L2U-0338	가게편의점	더 싼 거 없어요?	더 싼 거 읎소?	더 싼 거 읎소?
L2U-0339	가게편의점	이거 두 개 주세요	요거 두 개 주쇼잉	요거 두 개 주쇼잉
L2U-0340	가게편의점	거스름돈 안 받았어요	거시름돈 안 받았는디요	거시름돈 안 받았는디요
L2U-0341	가게편의점	영수증 됐어요	영수증은 안 받을라요	영수증은 안 받을라요
L2U-0342	가게편의점	화장실 어디예요?	변소 어디당가요?	변소 어디당가요?
L2U-0343	가게편의점	이거 환불 돼요?	요거 무를 수 있소?	요거 무를 수 있소?
L2U-0344	가게편의점	담배도 팔아요?	담배도 폴았소?	담배도 팔았소?
L2U-0345	가게편의점	이거 얼마예요?	요거 을매요?	요거 을매요?
L2U-0346	가게편의점	현금 인출기 있어요?	현금 빼는 기계 있당가요?	현금 빼는 기계 있당가요?
L2U-0347	가게편의점	따뜻하게 데워 주세요	뜨시게 뎁혀 주쇼	뜨시게 뎁혀 주쇼
L2U-0348	가게편의점	이거 하나 더 있어요?	요거 하나 더 있당가요?	요거 하나 더 있당가요?
L2U-0349	가게편의점	종량제 봉투 주세요	종량제 봉다리 주쇼	종량제 봉다리 주쇼
L2U-0350	가게편의점	이 카드 돼요?	요 카드 되까요?	요 카드 되까요?
L2U-0351	가게편의점	잔돈 좀 바꿔 주세요	잔돈 좀 바까 주쇼	잔돈 좀 바까 주쇼
L2U-0352	가게편의점	이거 포인트 적립돼요?	요거 포인트 쌓이당가요?	요거 포인트 쌓이당가요?
L2U-0353	가게편의점	봉투에 같이 넣어 주세요	봉다리에 같이 옇어 주쇼	봉다리에 같이 옇어 주쇼
L2U-0354	가게편의점	이거 품절이에요?	요거 다 떨어졌당가요?	요거 다 떨어졌당가요?
L2U-0355	가게편의점	언제 다시 들어와요?	언제 다시 들온당가요?	언제 다시 들온당가요?
L2U-0356	가게편의점	이거 행사 중이에요?	요거 행사하는 거요?	요거 행사하는 거요?
L2U-0357	가게편의점	하나 더 사면 싸요?	하나 더 사믄 싼 거요?	하나 더 사믄 싼 거요?
L2U-0358	가게편의점	이거 바코드 안 찍혀요	요거 바코드 안 찍히요	요거 바코드 안 찍히요
L2U-0359	가게편의점	봉투값 따로예요?	봉다리값 따로당가요?	봉다리값 따로당가요?
L2U-0360	가게편의점	이거 데워 주실 수 있어요?	요거 뎁혀 주실 수 있당가요?	요거 뎁혀 주실 수 있당가요?
L2U-0361	가게편의점	뜨거운 물 있어요?	뜨신 물 있당가요?	뜨신 물 있당가요?
L2U-0362	가게편의점	젓가락 주세요	저까락 주쇼잉	저까락 주쇼잉
L2U-0363	가게편의점	빨대 어디 있어요?	빨대 어디 있소?	빨대 어디 있소?
L2U-0364	가게편의점	이거 반품돼요?	요거 무를 수 있당가요?	요거 무를 수 있당가요?
L2U-0365	가게편의점	영수증 다시 주세요	영수증 다시 주쇼	영수증 다시 주쇼
L2U-0366	가게편의점	이거 두 개에 얼마예요?	요거 두 개에 을매요?	요거 두 개에 을매요?
L2U-0367	가게편의점	우유 어디 있어요?	우유 어디 있당가요?	우유 어디 있당가요?
L2U-0368	가게편의점	이거 유통기한 지났어요	요거 날짜 지나브렀소	요거 날짜 지나버렸어라우
L2U-0369	가게편의점	새 걸로 바꿔 주세요	새 놈으로 바까 주쇼	새 놈으로 바까 주쇼
L2U-0370	가게편의점	이거 할인하는 거예요?	요거 할인하는 거당가요?	요거 할인하는 거당가요?
L2U-0371	가게편의점	봉투 큰 걸로 주세요	봉다리 큰 놈으로 주쇼	봉다리 큰 놈으로 주쇼
L2U-0372	가게편의점	이거 따로 계산해 주세요	요거 따로 곈산해 주쇼	요거 따로 계산해 주쇼
L2U-0373	가게편의점	같이 계산해 주세요	같이 곈산해 주쇼잉	같이 계산해 주쇼잉
L2U-0374	가게편의점	이거 하나만 살게요	요거 하나만 살라요	요거 하나만 살라요
L2U-0375	가게편의점	이거 깨졌어요	요거 깨져브렀소	요거 깨져버렸어라우
L2U-0376	가게편의점	다른 거 주세요	딴 거 주쇼	딴 거 주쇼
L2U-0377	가게편의점	이거 얼마짜리예요?	요거 을매짜리당가요?	요거 을매짜리당가요?
L2U-0378	가게편의점	봉투 안 주셔도 돼요	봉다리 안 줘도 되야	봉다리 안 줘도 되야
L2U-0379	가게편의점	이거 데우면 돼요?	요거 뎁히믄 되까요?	요거 뎁히믄 되까요?
L2U-0380	가게편의점	라이터 있어요?	라이타 있당가요?	라이타 있당가요?
L2U-0381	가게편의점	이거 두고 갈게요	요거 두고 갈라요	요거 두고 갈라요
L2U-0382	가게편의점	봉투 두 개 주세요	봉다리 두 개 주쇼잉	봉다리 두 개 주쇼잉
L2U-0383	가게편의점	이거 신상품이에요?	요거 새로 나온 거당가요?	요거 새로 나온 거당가요?
L2U-0384	가게편의점	더 큰 거 있어요?	더 큰 거 있당가요?	더 큰 거 있당가요?
L2U-0385	가게편의점	작은 거로 주세요	짝은 놈으로 주쇼	짝은 놈으로 주쇼
L2U-0386	가게편의점	이거 어떻게 쓰는 거예요?	요거 으짜게 쓰는 거요?	요거 으짜게 쓰는 거요?
L2U-0387	가게편의점	비닐봉투 주세요	비니루 봉다리 주쇼	비니루 봉다리 주쇼
L2U-0388	가게편의점	영수증 버려 주세요	영수증 내삐려 주쇼	영수증 내삐려 주쇼
L2U-0389	가게편의점	이거 두 봉지 주세요	요거 두 봉다리 주쇼잉	요거 두 봉다리 주쇼잉
L2U-0390	가게편의점	카드 여기 꽂으면 돼요?	카드 여그 꽂으믄 되까요?	카드 여그 꽂으믄 되까요?
L2U-0391	가게편의점	이거 다시 데워 주세요	요거 다시 뎁혀 주쇼	요거 다시 뎁혀 주쇼
L2U-0392	가게편의점	봉투에 안 넣어도 돼요	봉다리에 안 옇어도 되야	봉다리에 안 옇어도 되야
L2U-0393	가게편의점	이거 얼마 남았어요?	요거 을매 남았당가요?	요거 을매 남았당가요?
L2U-0394	가게편의점	다 떨어졌어요?	다 떨어져브렀소?	다 떨어져버렸어라우?
L2U-0395	가게편의점	이거 사은품 있어요?	요거 사은품 있당가요?	요거 사은품 있당가요?
L2U-0396	가게편의점	봉투 작은 거로 주세요	봉다리 짝은 놈으로 주쇼	봉다리 짝은 놈으로 주쇼
L2U-0397	가게편의점	이거 두 개 사면 하나 더 줘요?	요거 두 개 사믄 하나 더 주는 거요?	요거 두 개 사믄 하나 더 주는 거요?
L2U-0398	가게편의점	거스름돈 잘못 주셨어요	거시름돈 잘못 줘브렀소	거시름돈 잘못 줘버렸어라우
L2U-0399	가게편의점	이거 빼 주세요	요거 빼 주쇼	요거 빼 주쇼
L2U-0400	가게편의점	다음에 또 올게요	댐에 또 올라요	댐에 또 올라요
L2U-0401	가게편의점	이거 깎아 줘요?	요거 깎아 주는 거요?	요거 깎아 주는 거요?
L2U-0402	가게편의점	얼음 있어요?	얼음 있당가요?	얼음 있당가요?
L2U-0403	가게편의점	컵 하나 주세요	컵 하나 주쇼잉	컵 하나 주쇼잉
L2U-0404	가게편의점	이거 무게가 안 맞아요	요거 무게가 안 맞소	요거 무게가 안 맞소
L2U-0405	가게편의점	봉투값 빼 주세요	봉다리값 빼 주쇼	봉다리값 빼 주쇼
L2U-0406	가게편의점	이거 진짜 싸네요	요거 참말로 싸구만	요거 참말로 싸구만
L2U-0407	가게편의점	이거 어른용이에요?	요거 어른 거당가요?	요거 어른 거당가요?
L2U-0408	가게편의점	애들 거 있어요?	애기들 거 있당가요?	애기들 거 있당가요?
L2U-0409	가게편의점	이거 환불해 주세요	요거 무러 주쇼	요거 물러 주쇼
L2U-0410	가게편의점	영수증 여기 있어요	영수증 여그 있소	영수증 여그 있소
L2U-0411	가게편의점	이거 두 개 묶음이에요?	요거 두 개 묶음이당가요?	요거 두 개 묶음이당가요?
L2U-0412	가게편의점	낱개로 살 수 있어요?	낱개로 살 수 있당가요?	낱개로 살 수 있당가요?
L2U-0413	가게편의점	이거 안 시원해요	요거 안 션허요	요거 안 션허요
L2U-0414	가게편의점	시원한 거로 주세요	션한 놈으로 주쇼잉	션한 놈으로 주쇼잉
L2U-0415	가게편의점	이거 데워서 먹는 거예요?	요거 뎁혀서 묵는 거요?	요거 뎁혀서 먹는 거요?
L2U-0416	가게편의점	그냥 먹어도 돼요?	기냥 묵어도 되까요?	기냥 먹어도 되까요?
L2U-0417	가게편의점	이거 매운 맛이에요?	요거 매운 맛이당가요?	요거 매운 맛이당가요?
L2U-0418	가게편의점	순한 맛 있어요?	순한 맛 있당가요?	순한 맛 있당가요?
L2U-0419	가게편의점	이거 봉투 터지겠어요	요거 봉다리 터지겄소	요거 봉다리 터지겄소
L2U-0420	가게편의점	봉투 하나 더 씌워 주세요	봉다리 하나 더 씌와 주쇼	봉다리 하나 더 씌와 주쇼
L2U-0421	계산결제	이거 어떻게 누르는 거예요?	요거 으짜게 누른당가요?	요거 으짜게 누른당가요?
L2U-0422	계산결제	여기를 눌러야 돼요?	여그를 눌러야 쓰까요?	여그를 눌러야 쓰까요?
L2U-0423	계산결제	화면이 안 넘어가요	화면이 안 넘어가브요	화면이 안 넘어가요
L2U-0424	계산결제	잘못 눌렀어요	잘못 눌러브렀소	잘못 눌러버렸어라우
L2U-0425	계산결제	다시 처음부터 할게요	첨부터 다시 헐라요	첨부터 다시 헐라요
L2U-0426	계산결제	카드를 어디 꽂아요?	카드를 어디다 꽂는당가요?	카드를 어디다 꽂는당가요?
L2U-0427	계산결제	현금도 돼요?	현금도 되까요?	현금도 되까요?
L2U-0428	계산결제	결제가 안 돼요	곈산이 안 되야브요	계산이 안 되야요
L2U-0429	계산결제	여기 좀 도와주세요	여그 좀 거들어 주쇼	여그 좀 거들어 주쇼
L2U-0430	계산결제	글씨가 잘 안 보여요	글씨가 잘 안 비요	글씨가 잘 안 비요
L2U-0431	계산결제	이거 취소하고 싶어요	요거 물러브리고 잡소	요거 물르고 잡소
L2U-0432	계산결제	포장인지 매장인지 어디 눌러요?	싸 가는 거 묵는 거 어디 누른당가요?	싸 가는 거 먹는 거 어디 누른당가요?
L2U-0433	계산결제	다 됐어요?	다 되야브렀소?	다 되야버렸어라우?
L2U-0434	계산결제	영수증 여기서 나와요?	영수증 여그서 나온당가요?	영수증 여그서 나온당가요?
L2U-0435	계산결제	비밀번호 어디 눌러요?	비번 어디다 누른당가요?	비번 어디다 누른당가요?
L2U-0436	계산결제	금액이 잘못된 것 같아요	돈이 잘못된 거 같소	돈이 잘못된 거 같소
L2U-0437	계산결제	할인은 어떻게 받아요?	할인은 으짜게 받는당가요?	할인은 으짜게 받는당가요?
L2U-0438	계산결제	카드 다시 꽂을까요?	카드 다시 꽂을까라?	카드 다시 꽂을까라?
L2U-0439	계산결제	화면 좀 눌러 주세요	화면 좀 눌러 주쇼	화면 좀 눌러 주쇼
L2U-0440	계산결제	이거 무슨 버튼이에요?	요거 뭔 단추당가요?	요거 뭔 단추당가요?
L2U-0441	계산결제	적립 안 해도 돼요	적립 안 해도 되야	적립 안 해도 되야
L2U-0442	계산결제	결제 다시 해 주세요	곈산 다시 해 주쇼	계산 다시 해 주쇼
L2U-0443	계산결제	멤버십 없어요	멤버십 읎소	멤버십 읎소
L2U-0444	계산결제	한 번 더 눌러 봐요	한 번 더 눌러 보쇼	한 번 더 눌러 보쇼
L2U-0445	계산결제	영수증 버려 주세요	영수증 내삐려 주쇼	영수증 내삐려 주쇼
L2U-0446	계산결제	카드가 안 읽혀요	카드가 안 읽히요	카드가 안 읽히요
L2U-0447	계산결제	봉투값도 같이 계산해 주세요	봉다리값도 같이 곈산해 주쇼	봉다리값도 같이 계산해 주쇼
L2U-0448	계산결제	천천히 해도 돼요?	찬찬히 해도 되까요?	찬찬히 해도 되까요?
L2U-0449	계산결제	이거 카드 안 되는데요	요거 카드 안 되는디요	요거 카드 안 되는디요
L2U-0450	계산결제	현금으로 할게요	현금으로 헐라요	현금으로 헐라요
L2U-0451	계산결제	잔돈 없어요	잔돈 읎소	잔돈 읎소
L2U-0452	계산결제	만 원 낼게요	만 원 낼라요	만 원 낼라요
L2U-0453	계산결제	거스름돈 주세요	거시름돈 주쇼	거시름돈 주쇼
L2U-0454	계산결제	이거 더 눌러야 돼요?	요거 더 눌러야 쓰까요?	요거 더 눌러야 쓰까요?
L2U-0455	계산결제	화면이 멈췄어요	화면이 멈촤브렀소	화면이 멈촤버렸어라우
L2U-0456	계산결제	처음 화면으로 가 주세요	첨 화면으로 가 주쇼	첨 화면으로 가 주쇼
L2U-0457	계산결제	영수증 안 줘도 돼요	영수증 안 줘도 되야	영수증 안 줘도 되야
L2U-0458	계산결제	카드 빼도 돼요?	카드 빼도 되까요?	카드 빼도 되까요?
L2U-0459	계산결제	이거 결제됐어요?	요거 곈산됐당가요?	요거 계산됐당가요?
L2U-0460	계산결제	두 번 결제된 거 같아요	두 번 곈산된 거 같소	두 번 계산된 거 같소
L2U-0461	계산결제	환불해 주세요	무러 주쇼	물러 주쇼
L2U-0462	계산결제	카드 영수증 주세요	카드 영수증 주쇼잉	카드 영수증 주쇼잉
L2U-0463	계산결제	이거 어디다 대요?	요거 어디다 대는 거요?	요거 어디다 대는 거요?
L2U-0464	계산결제	바코드 여기다 찍어요?	바코드 여그다 찍는 거요?	바코드 여그다 찍는 거요?
L2U-0465	계산결제	할인 쿠폰 쓸게요	할인 쿠폰 쓸라요	할인 쿠폰 쓸라요
L2U-0466	계산결제	포인트로 결제할게요	포인트로 곈산헐라요	포인트로 계산헐라요
L2U-0467	계산결제	이거 안 눌러져요	요거 안 눌러지요	요거 안 눌러지요
L2U-0468	계산결제	직원 좀 불러 주세요	직원 좀 불러 주쇼	직원 좀 불러 주쇼
L2U-0469	계산결제	이거 고장 난 거 같아요	요거 고장 난 거 같소	요거 고장 난 거 같소
L2U-0470	계산결제	다른 데서 계산할게요	딴 디서 곈산헐라요	딴 디서 계산헐라요
L2U-0471	계산결제	봉투 필요 없어요	봉다리 필요 읎소	봉다리 필요 읎소
L2U-0472	계산결제	카드 한 번 더 대 주세요	카드 한 번 더 대 주쇼	카드 한 번 더 대 주쇼
L2U-0473	계산결제	금액 확인해 주세요	돈 확인해 주쇼	돈 확인해 주쇼
L2U-0474	계산결제	이거 너무 비싸게 나왔어요	요거 너무 비싸게 나와브렀소	요거 너무 비싸게 나와버렸어라우
L2U-0475	계산결제	하나 빼고 계산해 주세요	하나 빼고 곈산해 주쇼	하나 빼고 계산해 주쇼
L2U-0476	계산결제	이거 안 샀어요	요거 안 샀소	요거 안 샀소
L2U-0477	계산결제	다시 계산해 주세요	다시 곈산해 주쇼잉	다시 계산해 주쇼잉
L2U-0478	계산결제	현금영수증 해 주세요	현금영수증 해 주쇼	현금영수증 해 주쇼
L2U-0479	계산결제	전화번호 어디 눌러요?	전화번호 어디다 누른당가요?	전화번호 어디다 누른당가요?
L2U-0480	계산결제	이거 두 번 찍혔어요	요거 두 번 찍혀브렀소	요거 두 번 찍혀버렸어라우
L2U-0481	계산결제	하나 취소해 주세요	하나 무러 주쇼	하나 물러 주쇼
L2U-0482	계산결제	카드 줘도 돼요?	카드 줘도 되까요?	카드 줘도 되까요?
L2U-0483	계산결제	결제 취소해 주세요	곈산 무러 주쇼	계산 물러 주쇼
L2U-0484	계산결제	영수증 다시 뽑아 주세요	영수증 다시 뽑아 주쇼	영수증 다시 뽑아 주쇼
L2U-0485	계산결제	카드 말고 현금이요	카드 말고 현금이라	카드 말고 현금이라
L2U-0486	계산결제	잔돈 천 원만 주세요	잔돈 천 원만 주쇼	잔돈 천 원만 주쇼
L2U-0487	계산결제	이거 어떻게 끄는 거예요?	요거 으짜게 끄는 거요?	요거 으짜게 끄는 거요?
L2U-0488	계산결제	화면 다시 켜 주세요	화면 다시 케 주쇼	화면 다시 케 주쇼
L2U-0489	계산결제	카드 안 가져왔어요	카드 안 갖고 왔소	카드 안 갖고 왔소
L2U-0490	계산결제	계좌이체 돼요?	계좌이체 되까요?	계좌이체 되까요?
L2U-0491	계산결제	이거 한 번에 계산돼요?	요거 한 번에 곈산되까요?	요거 한 번에 계산되까요?
L2U-0492	계산결제	봉투까지 다 해서 얼마예요?	봉다리까지 다 해서 을매당가요?	봉다리까지 다 해서 을매당가요?
L2U-0493	계산결제	영수증 문자로 보내 주세요	영수증 문자로 보내 주쇼	영수증 문자로 보내 주쇼
L2U-0494	계산결제	카드 두 개로 나눠서요	카드 두 개로 나놔서라	카드 두 개로 나놔서라
L2U-0495	계산결제	이거 결제 다시 눌러 주세요	요거 곈산 다시 눌러 주쇼	요거 계산 다시 눌러 주쇼
L2U-0496	계산결제	카드 인식이 안 돼요	카드 인식이 안 되야브요	카드 인식이 안 되야요
L2U-0497	계산결제	천천히 다시 해 볼게요	찬찬히 다시 해 볼라요	찬찬히 다시 해 볼라요
L2U-0498	계산결제	이거 처음 써 봐요	요거 첨 써 보요	요거 첨 써 보요
L2U-0499	계산결제	어떻게 하는지 모르겠어요	으짜게 하는지 모르겄소	으짜게 하는지 모르겄소
L2U-0500	계산결제	좀 가르쳐 주세요	좀 갈쳐 주쇼잉	좀 갈쳐 주쇼잉
L2U-0501	계산결제	키오스크 처음 써 봐요	키오스크 첨 써 보요	키오스크 첨 써 보요
L2U-0502	계산결제	어디부터 누르면 돼요?	어디부터 누르믄 되까요?	어디부터 누르믄 되까요?
L2U-0503	계산결제	메뉴가 안 보여요	메뉴가 안 비요	메뉴가 안 비요
L2U-0504	계산결제	화면을 키워 주세요	화면을 키와 주쇼	화면을 키와 주쇼
L2U-0505	계산결제	글씨가 너무 작아요	글씨가 허벌나게 짝소	글씨가 허벌나게 짝소
L2U-0506	계산결제	뒤로 가려면 어떻게 해요?	뒤로 갈라믄 으짜게 한당가요?	뒤로 갈라믄 으짜게 한당가요?
L2U-0507	계산결제	처음으로 돌아가고 싶어요	첨으로 돌아가고 잡소	첨으로 돌아가고 잡소
L2U-0508	계산결제	주문이 안 들어갔어요	주문이 안 들어가브렀소	주문이 안 들어가버렸어라우
L2U-0509	계산결제	결제 화면이 안 떠요	곈산 화면이 안 뜨요	계산 화면이 안 뜨요
L2U-0510	계산결제	카드 넣는 데가 어디예요?	카드 옇는 디가 어디당가요?	카드 옇는 디가 어디당가요?
L2U-0511	계산결제	여기에 대면 돼요?	여그다 대믄 되까요?	여그다 대믄 되까요?
L2U-0512	계산결제	삑 소리가 안 나요	삑 소리가 안 나요	삑 소리가 안 나요
L2U-0513	계산결제	결제 끝났어요?	곈산 끝났당가요?	계산 끝났당가요?
L2U-0514	계산결제	영수증이 안 나와요	영수증이 안 나오요	영수증이 안 나오요
L2U-0515	계산결제	진동벨 안 줘요?	벨 안 주는 거요?	벨 안 주는 거요?
L2U-0516	계산결제	번호표 어디서 받아요?	번호표 어디서 받는당가요?	번호표 어디서 받는당가요?
L2U-0517	계산결제	주문번호가 뭐예요?	주문번호가 뭐당가요?	주문번호가 뭐당가요?
L2U-0518	계산결제	이거 누르면 취소돼요?	요거 누르믄 무러지는 거요?	요거 누르믄 물러지는 거요?
L2U-0519	계산결제	수량 어떻게 늘려요?	개수 으짜게 늘린당가요?	개수 으짜게 늘린당가요?
L2U-0520	계산결제	수량 하나 줄여 주세요	개수 하나 줄여 주쇼	개수 하나 줄여 주쇼
L2U-0521	계산결제	옵션은 어디서 골라요?	옵션은 어디서 고른당가요?	옵션은 어디서 고른당가요?
L2U-0522	계산결제	추가 메뉴 어떻게 넣어요?	추가 메뉴 으짜게 옇는당가요?	추가 메뉴 으짜게 옇는당가요?
L2U-0523	계산결제	장바구니에 담겼어요?	장바구니에 담겼당가요?	장바구니에 담겼당가요?
L2U-0524	계산결제	다 담았으면 어디 눌러요?	다 담았으믄 어디 누른당가요?	다 담았으믄 어디 누른당가요?
L2U-0525	계산결제	결제하기 어디 있어요?	곈산하기 어디 있당가요?	계산하기 어디 있당가요?
L2U-0526	계산결제	포장하기 눌렀어요	싸 가기 눌렀소	싸 가기 눌렀소
L2U-0527	계산결제	매장에서 먹기 누를게요	여그서 묵기 누를라요	여그서 먹기 누를라요
L2U-0528	계산결제	카드 어느 쪽에 넣어요?	카드 어느 쪽에 옇는당가요?	카드 어느 쪽에 옇는당가요?
L2U-0529	계산결제	다시 빼면 안 돼요?	다시 빼믄 안 되까요?	다시 빼믄 안 되까요?
L2U-0530	계산결제	비밀번호 누르고 확인 눌러요?	비번 누르고 확인 누른당가요?	비번 누르고 확인 누른당가요?
L2U-0531	계산결제	화면이 자꾸 꺼져요	화면이 자꼬 꺼져브요	화면이 자꼬 꺼져요
L2U-0532	계산결제	다시 켜 주세요	다시 케 주쇼	다시 케 주쇼
L2U-0533	계산결제	한국어로 바꿔 주세요	한국말로 바까 주쇼	한국말로 바까 주쇼
L2U-0534	계산결제	글자가 영어로 나와요	글자가 영어로 나오요	글자가 영어로 나오요
